,gvkey,iid,gvkeyx,from,thru,conml,from_yearquarter,thru_yearquarter,2008-Quarter1,2008-Quarter2,2008-Quarter3,2008-Quarter4,2009-Quarter1,2009-Quarter2,2009-Quarter3,2009-Quarter4,2010-Quarter1,2010-Quarter2,2010-Quarter3,2010-Quarter4,2011-Quarter1,2011-Quarter2,2011-Quarter3,2011-Quarter4,2012-Quarter1,2012-Quarter2,2012-Quarter3,2012-Quarter4,2013-Quarter1,2013-Quarter2,2013-Quarter3,2013-Quarter4,2014-Quarter1,2014-Quarter2,2014-Quarter3,2014-Quarter4,2015-Quarter1,2015-Quarter2,2015-Quarter3,2015-Quarter4,2016-Quarter1,2016-Quarter2,2016-Quarter3,2016-Quarter4,2017-Quarter1,2017-Quarter2,2017-Quarter3,2017-Quarter4,2018-Quarter1,2018-Quarter2,2018-Quarter3,2018-Quarter4,2019-Quarter1,2019-Quarter2,2019-Quarter3
473,22325,1,3,1999-11-08 00:00:00.000000,,Xilinx Inc.,2000-Quarter1,2019-Quarter3,Xilinx Inc.,Xilinx Inc.,Xilinx Inc.,Xilinx Inc.,Xilinx Inc.,Xilinx Inc.,Xilinx Inc.,Xilinx Inc.,Xilinx Inc.,Xilinx Inc.,Xilinx Inc.,Xilinx Inc.,Xilinx Inc.,Xilinx Inc.,Xilinx Inc.,Xilinx Inc.,Xilinx Inc.,Xilinx Inc.,Xilinx Inc.,Xilinx Inc.,Xilinx Inc.,Xilinx Inc.,Xilinx Inc.,Xilinx Inc.,Xilinx Inc.,Xilinx Inc.,Xilinx Inc.,Xilinx Inc.,Xilinx Inc.,Xilinx Inc.,Xilinx Inc.,Xilinx Inc.,Xilinx Inc.,Xilinx Inc.,Xilinx Inc.,Xilinx Inc.,Xilinx Inc.,Xilinx Inc.,Xilinx Inc.,Xilinx Inc.,Xilinx Inc.,Xilinx Inc.,Xilinx Inc.,Xilinx Inc.,Xilinx Inc.,Xilinx Inc.,Xilinx Inc.
474,22734,1,3,2015-07-01 00:00:00.000000,2016-06-02 00:00:00.000000,Baxalta Inc,2015-Quarter4,2016-Quarter2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Baxalta Inc,Baxalta Inc,Baxalta Inc,0,0,0,0,0,0,0,0,0,0,0,0,0
475,22794,1,3,2002-05-15 00:00:00.000000,2010-04-29 00:00:00.000000,BJ Services Co,2002-Quarter3,2010-Quarter2,BJ Services Co,BJ Services Co,BJ Services Co,BJ Services Co,BJ Services Co,BJ Services Co,BJ Services Co,BJ Services Co,BJ Services Co,BJ Services Co,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476,23809,1,3,1997-01-02 00:00:00.000000,,AutoZone Inc,1997-Quarter2,2019-Quarter3,AutoZone Inc,AutoZone Inc,AutoZone Inc,AutoZone Inc,AutoZone Inc,AutoZone Inc,AutoZone Inc,AutoZone Inc,AutoZone Inc,AutoZone Inc,AutoZone Inc,AutoZone Inc,AutoZone Inc,AutoZone Inc,AutoZone Inc,AutoZone Inc,AutoZone Inc,AutoZone Inc,AutoZone Inc,AutoZone Inc,AutoZone Inc,AutoZone Inc,AutoZone Inc,AutoZone Inc,AutoZone Inc,AutoZone Inc,AutoZone Inc,AutoZone Inc,AutoZone Inc,AutoZone Inc,AutoZone Inc,AutoZone Inc,AutoZone Inc,AutoZone Inc,AutoZone Inc,AutoZone Inc,AutoZone Inc,AutoZone Inc,AutoZone Inc,AutoZone Inc,AutoZone Inc,AutoZone Inc,AutoZone Inc,AutoZone Inc,AutoZone Inc,AutoZone Inc,AutoZone Inc
477,23945,1,3,2008-11-17 00:00:00.000000,2011-10-16 00:00:00.000000,Cephalon Inc,2009-Quarter1,2011-Quarter4,0,0,0,0,Cephalon Inc,Cephalon Inc,Cephalon Inc,Cephalon Inc,Cephalon Inc,Cephalon Inc,Cephalon Inc,Cephalon Inc,Cephalon Inc,Cephalon Inc,Cephalon Inc,Cephalon Inc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478,24287,1,3,2000-12-11 00:00:00.000000,2008-06-10 00:00:00.000000,Ambac Financial Group Inc,2001-Quarter1,2008-Quarter2,Ambac Financial Group Inc,Ambac Financial Group Inc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479,23812,1,3,2013-05-01 00:00:00.000000,,Regeneron Pharmaceuticals Inc,2013-Quarter3,2019-Quarter3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Regeneron Pharmaceuticals Inc,Regeneron Pharmaceuticals Inc,Regeneron Pharmaceuticals Inc,Regeneron Pharmaceuticals Inc,Regeneron Pharmaceuticals Inc,Regeneron Pharmaceuticals Inc,Regeneron Pharmaceuticals Inc,Regeneron Pharmaceuticals Inc,Regeneron Pharmaceuticals Inc,Regeneron Pharmaceuticals Inc,Regeneron Pharmaceuticals Inc,Regeneron Pharmaceuticals Inc,Regeneron Pharmaceuticals Inc,Regeneron Pharmaceuticals Inc,Regeneron Pharmaceuticals Inc,Regeneron Pharmaceuticals Inc,Regeneron Pharmaceuticals Inc,Regeneron Pharmaceuticals Inc,Regeneron Pharmaceuticals Inc,Regeneron Pharmaceuticals Inc,Regeneron Pharmaceuticals Inc,Regeneron Pharmaceuticals Inc,Regeneron Pharmaceuticals Inc,Regeneron Pharmaceuticals Inc,Regeneron Pharmaceuticals Inc
480,23827,1,3,2015-07-02 00:00:00.000000,2016-07-05 00:00:00.000000,Columbia Pipeline Group Inc,2015-Quarter4,2016-Quarter3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Columbia Pipeline Group Inc,Columbia Pipeline Group Inc,Columbia Pipeline Group Inc,Columbia Pipeline Group Inc,0,0,0,0,0,0,0,0,0,0,0,0
481,23877,1,3,2005-08-30 00:00:00.000000,2013-05-08 00:00:00.000000,Coventry Health Care Inc.,2005-Quarter4,2013-Quarter2,Coventry Health Care Inc.,Coventry Health Care Inc.,Coventry Health Care Inc.,Coventry Health Care Inc.,Coventry Health Care Inc.,Coventry Health Care Inc.,Coventry Health Care Inc.,Coventry Health Care Inc.,Coventry Health Care Inc.,Coventry Health Care Inc.,Coventry Health Care Inc.,Coventry Health Care Inc.,Coventry Health Care Inc.,Coventry Health Care Inc.,Coventry Health Care Inc.,Coventry Health Care Inc.,Coventry Health Care Inc.,Coventry Health Care Inc.,Coventry Health Care Inc.,Coventry Health Care Inc.,Coventry Health Care Inc.,Coventry Health Care Inc.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,23978,1,3,1991-05-01 00:00:00.000000,2014-07-01 00:00:00.000000,United States Steel Corp,1991-Quarter3,2014-Quarter3,United States Steel Corp,United States Steel Corp,United States Steel Corp,United States Steel Corp,United States Steel Corp,United States Steel Corp,United States Steel Corp,United States Steel Corp,United States Steel Corp,United States Steel Corp,United States Steel Corp,United States Steel Corp,United States Steel Corp,United States Steel Corp,United States Steel Corp,United States Steel Corp,United States Steel Corp,United States Steel Corp,United States Steel Corp,United States Steel Corp,United States Steel Corp,United States Steel Corp,United States Steel Corp,United States Steel Corp,United States Steel Corp,United States Steel Corp,United States Steel Corp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483,24032,1,3,2001-12-17 00:00:00.000000,2009-03-03 00:00:00.000000,Jones Group Inc (The),2002-Quarter1,2009-Quarter1,Jones Group Inc (The),Jones Group Inc (The),Jones Group Inc (The),Jones Group Inc (The),Jones Group Inc (The),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,24197,1,3,2017-01-05 00:00:00.000000,,IDEXX Laboratories Inc,2017-Quarter2,2019-Quarter3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IDEXX Laboratories Inc,IDEXX Laboratories Inc,IDEXX Laboratories Inc,IDEXX Laboratories Inc,IDEXX Laboratories Inc,IDEXX Laboratories Inc,IDEXX Laboratories Inc,IDEXX Laboratories Inc,IDEXX Laboratories Inc,IDEXX Laboratories Inc
485,24216,1,3,1998-10-02 00:00:00.000000,,AES Corp (The),1999-Quarter1,2019-Quarter3,AES Corp (The),AES Corp (The),AES Corp (The),AES Corp (The),AES Corp (The),AES Corp (The),AES Corp (The),AES Corp (The),AES Corp (The),AES Corp (The),AES Corp (The),AES Corp (The),AES Corp (The),AES Corp (The),AES Corp (The),AES Corp (The),AES Corp (The),AES Corp (The),AES Corp (The),AES Corp (The),AES Corp (The),AES Corp (The),AES Corp (The),AES Corp (The),AES Corp (The),AES Corp (The),AES Corp (The),AES Corp (The),AES Corp (The),AES Corp (The),AES Corp (The),AES Corp (The),AES Corp (The),AES Corp (The),AES Corp (The),AES Corp (The),AES Corp (The),AES Corp (The),AES Corp (The),AES Corp (The),AES Corp (The),AES Corp (The),AES Corp (The),AES Corp (The),AES Corp (The),AES Corp (The),AES Corp (The)
486,24316,1,3,2012-06-29 00:00:00.000000,,Monster Beverage Corp,2012-Quarter3,2019-Quarter3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Monster Beverage Corp,Monster Beverage Corp,Monster Beverage Corp,Monster Beverage Corp,Monster Beverage Corp,Monster Beverage Corp,Monster Beverage Corp,Monster Beverage Corp,Monster Beverage Corp,Monster Beverage Corp,Monster Beverage Corp,Monster Beverage Corp,Monster Beverage Corp,Monster Beverage Corp,Monster Beverage Corp,Monster Beverage Corp,Monster Beverage Corp,Monster Beverage Corp,Monster Beverage Corp,Monster Beverage Corp,Monster Beverage Corp,Monster Beverage Corp,Monster Beverage Corp,Monster Beverage Corp,Monster Beverage Corp,Monster Beverage Corp,Monster Beverage Corp,Monster Beverage Corp,Monster Beverage Corp
487,24318,1,3,2001-09-04 00:00:00.000000,2018-09-16 00:00:00.000000,XL Group Ltd,2001-Quarter4,2018-Quarter3,XL Group Ltd,XL Group Ltd,XL Group Ltd,XL Group Ltd,XL Group Ltd,XL Group Ltd,XL Group Ltd,XL Group Ltd,XL Group Ltd,XL Group Ltd,XL Group Ltd,XL Group Ltd,XL Group Ltd,XL Group Ltd,XL Group Ltd,XL Group Ltd,XL Group Ltd,XL Group Ltd,XL Group Ltd,XL Group Ltd,XL Group Ltd,XL Group Ltd,XL Group Ltd,XL Group Ltd,XL Group Ltd,XL Group Ltd,XL Group Ltd,XL Group Ltd,XL Group Ltd,XL Group Ltd,XL Group Ltd,XL Group Ltd,XL Group Ltd,XL Group Ltd,XL Group Ltd,XL Group Ltd,XL Group Ltd,XL Group Ltd,XL Group Ltd,XL Group Ltd,XL Group Ltd,XL Group Ltd,XL Group Ltd,0,0,0,0
488,24344,1,3,2013-09-23 00:00:00.000000,,Vertex Pharmaceuticals Inc,2013-Quarter4,2019-Quarter3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vertex Pharmaceuticals Inc,Vertex Pharmaceuticals Inc,Vertex Pharmaceuticals Inc,Vertex Pharmaceuticals Inc,Vertex Pharmaceuticals Inc,Vertex Pharmaceuticals Inc,Vertex Pharmaceuticals Inc,Vertex Pharmaceuticals Inc,Vertex Pharmaceuticals Inc,Vertex Pharmaceuticals Inc,Vertex Pharmaceuticals Inc,Vertex Pharmaceuticals Inc,Vertex Pharmaceuticals Inc,Vertex Pharmaceuticals Inc,Vertex Pharmaceuticals Inc,Vertex Pharmaceuticals Inc,Vertex Pharmaceuticals Inc,Vertex Pharmaceuticals Inc,Vertex Pharmaceuticals Inc,Vertex Pharmaceuticals Inc,Vertex Pharmaceuticals Inc,Vertex Pharmaceuticals Inc,Vertex Pharmaceuticals Inc,Vertex Pharmaceuticals Inc
489,24468,1,3,2003-11-13 00:00:00.000000,,Biogen Inc,2004-Quarter1,2019-Quarter3,Biogen Inc,Biogen Inc,Biogen Inc,Biogen Inc,Biogen Inc,Biogen Inc,Biogen Inc,Biogen Inc,Biogen Inc,Biogen Inc,Biogen Inc,Biogen Inc,Biogen Inc,Biogen Inc,Biogen Inc,Biogen Inc,Biogen Inc,Biogen Inc,Biogen Inc,Biogen Inc,Biogen Inc,Biogen Inc,Biogen Inc,Biogen Inc,Biogen Inc,Biogen Inc,Biogen Inc,Biogen Inc,Biogen Inc,Biogen Inc,Biogen Inc,Biogen Inc,Biogen Inc,Biogen Inc,Biogen Inc,Biogen Inc,Biogen Inc,Biogen Inc,Biogen Inc,Biogen Inc,Biogen Inc,Biogen Inc,Biogen Inc,Biogen Inc,Biogen Inc,Biogen Inc,Biogen Inc
490,24609,1,3,2016-05-13 00:00:00.000000,2016-05-13 00:00:00.000000,Vistana Signature Experiences Inc,2016-Quarter3,2016-Quarter2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491,24616,1,3,2015-07-20 00:00:00.000000,,PayPal Holdings Inc,2015-Quarter4,2019-Quarter3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PayPal Holdings Inc,PayPal Holdings Inc,PayPal Holdings Inc,PayPal Holdings Inc,PayPal Holdings Inc,PayPal Holdings Inc,PayPal Holdings Inc,PayPal Holdings Inc,PayPal Holdings Inc,PayPal Holdings Inc,PayPal Holdings Inc,PayPal Holdings Inc,PayPal Holdings Inc,PayPal Holdings Inc,PayPal Holdings Inc,PayPal Holdings Inc
492,24731,1,3,2006-04-03 00:00:00.000000,,Kimco Realty Corp,2006-Quarter3,2019-Quarter3,Kimco Realty Corp,Kimco Realty Corp,Kimco Realty Corp,Kimco Realty Corp,Kimco Realty Corp,Kimco Realty Corp,Kimco Realty Corp,Kimco Realty Corp,Kimco Realty Corp,Kimco Realty Corp,Kimco Realty Corp,Kimco Realty Corp,Kimco Realty Corp,Kimco Realty Corp,Kimco Realty Corp,Kimco Realty Corp,Kimco Realty Corp,Kimco Realty Corp,Kimco Realty Corp,Kimco Realty Corp,Kimco Realty Corp,Kimco Realty Corp,Kimco Realty Corp,Kimco Realty Corp,Kimco Realty Corp,Kimco Realty Corp,Kimco Realty Corp,Kimco Realty Corp,Kimco Realty Corp,Kimco Realty Corp,Kimco Realty Corp,Kimco Realty Corp,Kimco Realty Corp,Kimco Realty Corp,Kimco Realty Corp,Kimco Realty Corp,Kimco Realty Corp,Kimco Realty Corp,Kimco Realty Corp,Kimco Realty Corp,Kimco Realty Corp,Kimco Realty Corp,Kimco Realty Corp,Kimco Realty Corp,Kimco Realty Corp,Kimco Realty Corp,Kimco Realty Corp
493,24856,1,3,2004-07-01 00:00:00.000000,,Gilead Sciences Inc,2004-Quarter4,2019-Quarter3,Gilead Sciences Inc,Gilead Sciences Inc,Gilead Sciences Inc,Gilead Sciences Inc,Gilead Sciences Inc,Gilead Sciences Inc,Gilead Sciences Inc,Gilead Sciences Inc,Gilead Sciences Inc,Gilead Sciences Inc,Gilead Sciences Inc,Gilead Sciences Inc,Gilead Sciences Inc,Gilead Sciences Inc,Gilead Sciences Inc,Gilead Sciences Inc,Gilead Sciences Inc,Gilead Sciences Inc,Gilead Sciences Inc,Gilead Sciences Inc,Gilead Sciences Inc,Gilead Sciences Inc,Gilead Sciences Inc,Gilead Sciences Inc,Gilead Sciences Inc,Gilead Sciences Inc,Gilead Sciences Inc,Gilead Sciences Inc,Gilead Sciences Inc,Gilead Sciences Inc,Gilead Sciences Inc,Gilead Sciences Inc,Gilead Sciences Inc,Gilead Sciences Inc,Gilead Sciences Inc,Gilead Sciences Inc,Gilead Sciences Inc,Gilead Sciences Inc,Gilead Sciences Inc,Gilead Sciences Inc,Gilead Sciences Inc,Gilead Sciences Inc,Gilead Sciences Inc,Gilead Sciences Inc,Gilead Sciences Inc,Gilead Sciences Inc,Gilead Sciences Inc
494,24893,1,3,2006-01-03 00:00:00.000000,2017-08-28 00:00:00.000000,Whole Foods Market Inc,2006-Quarter2,2017-Quarter3,Whole Foods Market Inc,Whole Foods Market Inc,Whole Foods Market Inc,Whole Foods Market Inc,Whole Foods Market Inc,Whole Foods Market Inc,Whole Foods Market Inc,Whole Foods Market Inc,Whole Foods Market Inc,Whole Foods Market Inc,Whole Foods Market Inc,Whole Foods Market Inc,Whole Foods Market Inc,Whole Foods Market Inc,Whole Foods Market Inc,Whole Foods Market Inc,Whole Foods Market Inc,Whole Foods Market Inc,Whole Foods Market Inc,Whole Foods Market Inc,Whole Foods Market Inc,Whole Foods Market Inc,Whole Foods Market Inc,Whole Foods Market Inc,Whole Foods Market Inc,Whole Foods Market Inc,Whole Foods Market Inc,Whole Foods Market Inc,Whole Foods Market Inc,Whole Foods Market Inc,Whole Foods Market Inc,Whole Foods Market Inc,Whole Foods Market Inc,Whole Foods Market Inc,Whole Foods Market Inc,Whole Foods Market Inc,Whole Foods Market Inc,Whole Foods Market Inc,Whole Foods Market Inc,0,0,0,0,0,0,0,0
495,24379,1,3,1996-07-19 00:00:00.000000,2008-10-30 00:00:00.000000,MGIC Investment Corp,1996-Quarter4,2008-Quarter4,MGIC Investment Corp,MGIC Investment Corp,MGIC Investment Corp,MGIC Investment Corp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496,24782,1,3,2011-12-19 00:00:00.000000,,Perrigo Co Plc,2012-Quarter1,2019-Quarter3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Perrigo Co Plc,Perrigo Co Plc,Perrigo Co Plc,Perrigo Co Plc,Perrigo Co Plc,Perrigo Co Plc,Perrigo Co Plc,Perrigo Co Plc,Perrigo Co Plc,Perrigo Co Plc,Perrigo Co Plc,Perrigo Co Plc,Perrigo Co Plc,Perrigo Co Plc,Perrigo Co Plc,Perrigo Co Plc,Perrigo Co Plc,Perrigo Co Plc,Perrigo Co Plc,Perrigo Co Plc,Perrigo Co Plc,Perrigo Co Plc,Perrigo Co Plc,Perrigo Co Plc,Perrigo Co Plc,Perrigo Co Plc,Perrigo Co Plc,Perrigo Co Plc,Perrigo Co Plc,Perrigo Co Plc,Perrigo Co Plc
497,24800,1,3,1999-07-22 00:00:00.000000,,QUALCOMM Inc.,1999-Quarter4,2019-Quarter3,QUALCOMM Inc.,QUALCOMM Inc.,QUALCOMM Inc.,QUALCOMM Inc.,QUALCOMM Inc.,QUALCOMM Inc.,QUALCOMM Inc.,QUALCOMM Inc.,QUALCOMM Inc.,QUALCOMM Inc.,QUALCOMM Inc.,QUALCOMM Inc.,QUALCOMM Inc.,QUALCOMM Inc.,QUALCOMM Inc.,QUALCOMM Inc.,QUALCOMM Inc.,QUALCOMM Inc.,QUALCOMM Inc.,QUALCOMM Inc.,QUALCOMM Inc.,QUALCOMM Inc.,QUALCOMM Inc.,QUALCOMM Inc.,QUALCOMM Inc.,QUALCOMM Inc.,QUALCOMM Inc.,QUALCOMM Inc.,QUALCOMM Inc.,QUALCOMM Inc.,QUALCOMM Inc.,QUALCOMM Inc.,QUALCOMM Inc.,QUALCOMM Inc.,QUALCOMM Inc.,QUALCOMM Inc.,QUALCOMM Inc.,QUALCOMM Inc.,QUALCOMM Inc.,QUALCOMM Inc.,QUALCOMM Inc.,QUALCOMM Inc.,QUALCOMM Inc.,QUALCOMM Inc.,QUALCOMM Inc.,QUALCOMM Inc.,QUALCOMM Inc.
498,24975,1,3,2017-03-16 00:00:00.000000,,Synopsys Inc,2017-Quarter2,2019-Quarter3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Synopsys Inc,Synopsys Inc,Synopsys Inc,Synopsys Inc,Synopsys Inc,Synopsys Inc,Synopsys Inc,Synopsys Inc,Synopsys Inc,Synopsys Inc
499,24925,1,3,2009-12-23 00:00:00.000000,,Roper Technologies Inc,2010-Quarter1,2019-Quarter3,0,0,0,0,0,0,0,0,Roper Technologies Inc,Roper Technologies Inc,Roper Technologies Inc,Roper Technologies Inc,Roper Technologies Inc,Roper Technologies Inc,Roper Technologies Inc,Roper Technologies Inc,Roper Technologies Inc,Roper Technologies Inc,Roper Technologies Inc,Roper Technologies Inc,Roper Technologies Inc,Roper Technologies Inc,Roper Technologies Inc,Roper Technologies Inc,Roper Technologies Inc,Roper Technologies Inc,Roper Technologies Inc,Roper Technologies Inc,Roper Technologies Inc,Roper Technologies Inc,Roper Technologies Inc,Roper Technologies Inc,Roper Technologies Inc,Roper Technologies Inc,Roper Technologies Inc,Roper Technologies Inc,Roper Technologies Inc,Roper Technologies Inc,Roper Technologies Inc,Roper Technologies Inc,Roper Technologies Inc,Roper Technologies Inc,Roper Technologies Inc,Roper Technologies Inc,Roper Technologies Inc,Roper Technologies Inc,Roper Technologies Inc
500,25056,1,3,1999-01-04 00:00:00.000000,2018-06-19 00:00:00.000000,Time Warner Inc,1999-Quarter2,2018-Quarter2,Time Warner Inc,Time Warner Inc,Time Warner Inc,Time Warner Inc,Time Warner Inc,Time Warner Inc,Time Warner Inc,Time Warner Inc,Time Warner Inc,Time Warner Inc,Time Warner Inc,Time Warner Inc,Time Warner Inc,Time Warner Inc,Time Warner Inc,Time Warner Inc,Time Warner Inc,Time Warner Inc,Time Warner Inc,Time Warner Inc,Time Warner Inc,Time Warner Inc,Time Warner Inc,Time Warner Inc,Time Warner Inc,Time Warner Inc,Time Warner Inc,Time Warner Inc,Time Warner Inc,Time Warner Inc,Time Warner Inc,Time Warner Inc,Time Warner Inc,Time Warner Inc,Time Warner Inc,Time Warner Inc,Time Warner Inc,Time Warner Inc,Time Warner Inc,Time Warner Inc,Time Warner Inc,Time Warner Inc,0,0,0,0,0
501,25119,1,3,2013-12-23 00:00:00.000000,,Mohawk Industries Inc.,2014-Quarter1,2019-Quarter3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mohawk Industries Inc.,Mohawk Industries Inc.,Mohawk Industries Inc.,Mohawk Industries Inc.,Mohawk Industries Inc.,Mohawk Industries Inc.,Mohawk Industries Inc.,Mohawk Industries Inc.,Mohawk Industries Inc.,Mohawk Industries Inc.,Mohawk Industries Inc.,Mohawk Industries Inc.,Mohawk Industries Inc.,Mohawk Industries Inc.,Mohawk Industries Inc.,Mohawk Industries Inc.,Mohawk Industries Inc.,Mohawk Industries Inc.,Mohawk Industries Inc.,Mohawk Industries Inc.,Mohawk Industries Inc.,Mohawk Industries Inc.,Mohawk Industries Inc.
502,25124,1,3,1992-07-01 00:00:00.000000,,Linde Plc,1992-Quarter4,2019-Quarter3,Linde Plc,Linde Plc,Linde Plc,Linde Plc,Linde Plc,Linde Plc,Linde Plc,Linde Plc,Linde Plc,Linde Plc,Linde Plc,Linde Plc,Linde Plc,Linde Plc,Linde Plc,Linde Plc,Linde Plc,Linde Plc,Linde Plc,Linde Plc,Linde Plc,Linde Plc,Linde Plc,Linde Plc,Linde Plc,Linde Plc,Linde Plc,Linde Plc,Linde Plc,Linde Plc,Linde Plc,Linde Plc,Linde Plc,Linde Plc,Linde Plc,Linde Plc,Linde Plc,Linde Plc,Linde Plc,Linde Plc,Linde Plc,Linde Plc,Linde Plc,Linde Plc,Linde Plc,Linde Plc,Linde Plc
503,25279,1,3,1995-02-24 00:00:00.000000,,Boston Scientific Corp,1995-Quarter2,2019-Quarter3,Boston Scientific Corp,Boston Scientific Corp,Boston Scientific Corp,Boston Scientific Corp,Boston Scientific Corp,Boston Scientific Corp,Boston Scientific Corp,Boston Scientific Corp,Boston Scientific Corp,Boston Scientific Corp,Boston Scientific Corp,Boston Scientific Corp,Boston Scientific Corp,Boston Scientific Corp,Boston Scientific Corp,Boston Scientific Corp,Boston Scientific Corp,Boston Scientific Corp,Boston Scientific Corp,Boston Scientific Corp,Boston Scientific Corp,Boston Scientific Corp,Boston Scientific Corp,Boston Scientific Corp,Boston Scientific Corp,Boston Scientific Corp,Boston Scientific Corp,Boston Scientific Corp,Boston Scientific Corp,Boston Scientific Corp,Boston Scientific Corp,Boston Scientific Corp,Boston Scientific Corp,Boston Scientific Corp,Boston Scientific Corp,Boston Scientific Corp,Boston Scientific Corp,Boston Scientific Corp,Boston Scientific Corp,Boston Scientific Corp,Boston Scientific Corp,Boston Scientific Corp,Boston Scientific Corp,Boston Scientific Corp,Boston Scientific Corp,Boston Scientific Corp,Boston Scientific Corp
504,25283,1,3,1998-08-14 00:00:00.000000,,Kohl's Corp,1998-Quarter4,2019-Quarter3,Kohl's Corp,Kohl's Corp,Kohl's Corp,Kohl's Corp,Kohl's Corp,Kohl's Corp,Kohl's Corp,Kohl's Corp,Kohl's Corp,Kohl's Corp,Kohl's Corp,Kohl's Corp,Kohl's Corp,Kohl's Corp,Kohl's Corp,Kohl's Corp,Kohl's Corp,Kohl's Corp,Kohl's Corp,Kohl's Corp,Kohl's Corp,Kohl's Corp,Kohl's Corp,Kohl's Corp,Kohl's Corp,Kohl's Corp,Kohl's Corp,Kohl's Corp,Kohl's Corp,Kohl's Corp,Kohl's Corp,Kohl's Corp,Kohl's Corp,Kohl's Corp,Kohl's Corp,Kohl's Corp,Kohl's Corp,Kohl's Corp,Kohl's Corp,Kohl's Corp,Kohl's Corp,Kohl's Corp,Kohl's Corp,Kohl's Corp,Kohl's Corp,Kohl's Corp,Kohl's Corp
505,25434,1,3,2000-06-08 00:00:00.000000,,Starbucks Corp,2000-Quarter3,2019-Quarter3,Starbucks Corp,Starbucks Corp,Starbucks Corp,Starbucks Corp,Starbucks Corp,Starbucks Corp,Starbucks Corp,Starbucks Corp,Starbucks Corp,Starbucks Corp,Starbucks Corp,Starbucks Corp,Starbucks Corp,Starbucks Corp,Starbucks Corp,Starbucks Corp,Starbucks Corp,Starbucks Corp,Starbucks Corp,Starbucks Corp,Starbucks Corp,Starbucks Corp,Starbucks Corp,Starbucks Corp,Starbucks Corp,Starbucks Corp,Starbucks Corp,Starbucks Corp,Starbucks Corp,Starbucks Corp,Starbucks Corp,Starbucks Corp,Starbucks Corp,Starbucks Corp,Starbucks Corp,Starbucks Corp,Starbucks Corp,Starbucks Corp,Starbucks Corp,Starbucks Corp,Starbucks Corp,Starbucks Corp,Starbucks Corp,Starbucks Corp,Starbucks Corp,Starbucks Corp,Starbucks Corp
506,25495,1,3,2000-10-03 00:00:00.000000,2009-12-20 00:00:00.000000,Dynegy Inc.,2001-Quarter1,2009-Quarter4,Dynegy Inc.,Dynegy Inc.,Dynegy Inc.,Dynegy Inc.,Dynegy Inc.,Dynegy Inc.,Dynegy Inc.,Dynegy Inc.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
