gvkey,iid,efffrom,effthru,itemvalue,conml
008118,01,2003-03-27 00:00:00.000000,2016-09-21 00:00:00.000000,OK.,Old Kent Financial Corp
008118,01,2016-09-22 00:00:00.000000,2900-01-01 00:00:00.000000,OK.2,Old Kent Financial Corp
008123,01,1986-12-14 00:00:00.000000,2900-01-01 00:00:00.000000,OLN,Olin Corp
008151,01,1986-12-14 00:00:00.000000,2900-01-01 00:00:00.000000,OKE,ONEOK Inc.
008193,01,1986-12-14 00:00:00.000000,2900-01-01 00:00:00.000000,GOSHA,OshKosh B'Gosh Inc
008198,01,1988-09-08 00:00:00.000000,1991-01-23 00:00:00.000000,OT,Otis Elevator Co
008198,01,1998-05-01 00:00:00.000000,2900-01-01 00:00:00.000000,OT.,Otis Elevator Co
008202,01,1986-12-14 00:00:00.000000,2000-08-27 00:00:00.000000,OM,Outboard Marine Corp
008202,01,2000-08-28 00:00:00.000000,2900-01-01 00:00:00.000000,9975B,Outboard Marine Corp
008208,01,1986-12-14 00:00:00.000000,1991-01-23 00:00:00.000000,OVT,Overnite Transportation
008208,01,1998-05-01 00:00:00.000000,2900-01-01 00:00:00.000000,OVT.1,Overnite Transportation
008214,01,1986-12-14 00:00:00.000000,1996-08-04 00:00:00.000000,OCF,Owens Corning
008214,01,1996-08-05 00:00:00.000000,2002-12-18 00:00:00.000000,OWC,Owens Corning
008214,01,2002-12-19 00:00:00.000000,2006-10-31 00:00:00.000000,3OWENQ,Owens Corning
008214,01,2006-11-01 00:00:00.000000,2900-01-01 00:00:00.000000,OWC,Owens Corning
008215,02,1986-12-14 00:00:00.000000,1987-12-30 00:00:00.000000,OI,Owens-Illinois Inc.
008215,02,1987-12-31 00:00:00.000000,1989-09-28 00:00:00.000000,4735B,Owens-Illinois Inc.
008215,02,1989-09-29 00:00:00.000000,1991-01-23 00:00:00.000000,4735C,Owens-Illinois Inc.
008215,02,1991-01-24 00:00:00.000000,2900-01-01 00:00:00.000000,OI,Owens-Illinois Inc.
008245,01,1986-12-14 00:00:00.000000,1987-10-30 00:00:00.000000,PNCF,The PNC Financial Services Group Inc
008245,01,1987-10-31 00:00:00.000000,2900-01-01 00:00:00.000000,PNC,The PNC Financial Services Group Inc
008247,01,1986-12-14 00:00:00.000000,2900-01-01 00:00:00.000000,PPG,PPG Industries Inc.
008252,01,1987-04-30 00:00:00.000000,2900-01-01 00:00:00.000000,PABT,Pabst Brewing Co
008253,01,1986-12-14 00:00:00.000000,2900-01-01 00:00:00.000000,PCAR,PACCAR Inc
008264,01,1986-12-14 00:00:00.000000,2900-01-01 00:00:00.000000,PCG,PG&E Corp
008272,01,1986-12-14 00:00:00.000000,1988-02-27 00:00:00.000000,PLT,Sempra Energy
008272,01,1988-02-28 00:00:00.000000,1998-06-28 00:00:00.000000,PET,Sempra Energy
008272,01,1998-06-29 00:00:00.000000,2900-01-01 00:00:00.000000,SRE,Sempra Energy
008286,01,1986-12-14 00:00:00.000000,2002-06-20 00:00:00.000000,PAC,Pacific Telesis Group
008286,01,2002-06-21 00:00:00.000000,2008-12-31 00:00:00.000000,PAC.1,Pacific Telesis Group
008286,01,2009-01-01 00:00:00.000000,2900-01-01 00:00:00.000000,PAC.2,Pacific Telesis Group
008290,01,1986-12-14 00:00:00.000000,2000-12-13 00:00:00.000000,PPW,Pacificorp
008290,01,2000-12-14 00:00:00.000000,2012-01-10 00:00:00.000000,9989B,Pacificorp
008290,01,2012-01-11 00:00:00.000000,2900-01-01 00:00:00.000000,MEC2,Pacificorp
008299,01,1986-12-14 00:00:00.000000,2005-03-03 00:00:00.000000,PWJ,Paine Webber Group
008299,01,2005-03-04 00:00:00.000000,2900-01-01 00:00:00.000000,PWJ.,Paine Webber Group
008304,01,1986-12-14 00:00:00.000000,2008-12-31 00:00:00.000000,PLL,Pall Corp
008304,01,2009-01-01 00:00:00.000000,2900-01-01 00:00:00.000000,PLL.1,Pall Corp
008308,01,1986-12-14 00:00:00.000000,1991-03-07 00:00:00.000000,PN,Pan Am Corp
008308,01,1991-03-08 00:00:00.000000,1991-10-24 00:00:00.000000,QPN,Pan Am Corp
008308,01,1991-10-25 00:00:00.000000,1992-05-29 00:00:00.000000,7186B,Pan Am Corp
008308,01,1992-05-30 00:00:00.000000,1998-03-10 00:00:00.000000,3PNAA,Pan Am Corp
008308,01,1998-03-11 00:00:00.000000,2900-01-01 00:00:00.000000,3PNAA.,Pan Am Corp
008325,01,1986-12-14 00:00:00.000000,2008-09-18 00:00:00.000000,PEL,Panenergy Corp
008325,01,2008-09-19 00:00:00.000000,2900-01-01 00:00:00.000000,PEL.1,Panenergy Corp
008331,01,1986-12-14 00:00:00.000000,1987-08-30 00:00:00.000000,REV,Revlon Group Inc
008331,01,1987-08-31 00:00:00.000000,2900-01-01 00:00:00.000000,4639A,Revlon Group Inc
008352,01,1988-09-08 00:00:00.000000,1989-08-24 00:00:00.000000,PDC.,Parke Davis & Co
008352,01,1998-05-01 00:00:00.000000,2900-01-01 00:00:00.000000,PDC.1,Parke Davis & Co
008358,01,1986-12-14 00:00:00.000000,2900-01-01 00:00:00.000000,PH,Parker-Hannifin Corp
008370,01,1988-09-08 00:00:00.000000,1991-01-23 00:00:00.000000,PAS,Pasco Inc
008370,01,1998-05-01 00:00:00.000000,2900-01-01 00:00:00.000000,PAS.1,Pasco Inc
008402,01,1986-12-14 00:00:00.000000,2900-01-01 00:00:00.000000,PAYX,Paychex Inc.
008406,01,1998-05-01 00:00:00.000000,2900-01-01 00:00:00.000000,PDY.1,Peabody Coal Co
008407,01,1987-04-30 00:00:00.000000,1991-01-23 00:00:00.000000,PBD,Peabody International Corp
008407,01,1998-05-01 00:00:00.000000,2900-01-01 00:00:00.000000,PBD.1,Peabody International Corp
008430,01,1998-05-01 00:00:00.000000,2900-01-01 00:00:00.000000,PC.2,Penn Central Co
008446,01,1986-12-14 00:00:00.000000,2900-01-01 00:00:00.000000,JCP,J.C. Penney Company Inc.
008455,01,1986-12-14 00:00:00.000000,2900-01-01 00:00:00.000000,PPL,PPL Corp
008463,01,1986-12-14 00:00:00.000000,1996-03-05 00:00:00.000000,PNTA,Pentair plc
008463,01,1996-03-06 00:00:00.000000,2900-01-01 00:00:00.000000,PNR,Pentair plc
008468,01,1986-12-14 00:00:00.000000,1998-12-30 00:00:00.000000,PZL,Pennzenergy Co
008468,01,1998-12-31 00:00:00.000000,2003-08-06 00:00:00.000000,PZE,Pennzenergy Co
008468,01,2003-08-07 00:00:00.000000,2900-01-01 00:00:00.000000,PZE.1,Pennzenergy Co
008470,01,1986-12-14 00:00:00.000000,2008-12-31 00:00:00.000000,PGL,Peoples Energy Corp
008470,01,2009-01-01 00:00:00.000000,2011-06-14 00:00:00.000000,PGL.,Peoples Energy Corp
008470,01,2011-06-15 00:00:00.000000,2900-01-01 00:00:00.000000,PGL.1,Peoples Energy Corp
008475,01,1986-12-14 00:00:00.000000,2016-02-03 00:00:00.000000,PBY,Pep Boys-Manny Moe & Jack (The)
008475,01,2016-02-04 00:00:00.000000,2900-01-01 00:00:00.000000,PBY.1,Pep Boys-Manny Moe & Jack (The)
008479,01,1986-12-14 00:00:00.000000,2900-01-01 00:00:00.000000,PEP,PepsiCo Inc
008488,01,1986-12-14 00:00:00.000000,1999-05-06 00:00:00.000000,PKN,Applied Biosystems Inc
008488,01,1999-05-07 00:00:00.000000,2000-11-28 00:00:00.000000,PEB,Applied Biosystems Inc
008488,01,2000-11-29 00:00:00.000000,2009-05-05 00:00:00.000000,ABI,Applied Biosystems Inc
008488,01,2009-05-06 00:00:00.000000,2900-01-01 00:00:00.000000,ABI.3,Applied Biosystems Inc
008501,01,1987-04-30 00:00:00.000000,1988-02-27 00:00:00.000000,PET,Pet Inc
008501,01,1988-02-28 00:00:00.000000,2011-03-16 00:00:00.000000,PET.,Pet Inc
008501,01,2011-03-17 00:00:00.000000,2900-01-01 00:00:00.000000,PET.1,Pet Inc
008502,01,1987-04-30 00:00:00.000000,1991-01-23 00:00:00.000000,PPI.,Peter Paul Inc
008502,01,1998-05-01 00:00:00.000000,2900-01-01 00:00:00.000000,PPI.1,Peter Paul Inc
008530,01,1986-12-14 00:00:00.000000,2900-01-01 00:00:00.000000,PFE,Pfizer Inc
008536,01,1986-12-14 00:00:00.000000,2008-12-31 00:00:00.000000,PD,Phelps Dodge Corp
008536,01,2019-03-18 00:00:00.000000,2900-01-01 00:00:00.000000,PD.1,Phelps Dodge Corp
008537,01,1986-12-14 00:00:00.000000,1998-04-12 00:00:00.000000,SB,Citigroup Global Markets Holdings Inc
008537,01,1998-04-13 00:00:00.000000,2001-01-21 00:00:00.000000,TRV2,Citigroup Global Markets Holdings Inc
008537,01,2001-01-22 00:00:00.000000,2900-01-01 00:00:00.000000,C2,Citigroup Global Markets Holdings Inc
008539,01,1986-12-14 00:00:00.000000,2000-10-22 00:00:00.000000,PE,Exelon Corp
008539,01,2000-10-23 00:00:00.000000,2900-01-01 00:00:00.000000,EXC,Exelon Corp
008543,01,1986-12-14 00:00:00.000000,2900-01-01 00:00:00.000000,MO,Altria Group Inc
008545,01,1986-12-14 00:00:00.000000,1994-09-22 00:00:00.000000,PHL,Philips Industries Inc
008545,01,1994-09-23 00:00:00.000000,1995-09-21 00:00:00.000000,PHL.,Philips Industries Inc
008545,01,1995-09-22 00:00:00.000000,2900-01-01 00:00:00.000000,PHL.1,Philips Industries Inc
008549,01,1986-12-14 00:00:00.000000,2002-09-02 00:00:00.000000,P,Conocophillips
008549,01,2002-09-03 00:00:00.000000,2900-01-01 00:00:00.000000,COP,Conocophillips
008551,01,1986-12-14 00:00:00.000000,2900-01-01 00:00:00.000000,PVH,PVH Corp
008585,01,1986-12-14 00:00:00.000000,1989-03-22 00:00:00.000000,PSY,Pillsbury Co
008585,01,1989-03-23 00:00:00.000000,1990-02-14 00:00:00.000000,5841B,Pillsbury Co
008585,01,1990-02-15 00:00:00.000000,2900-01-01 00:00:00.000000,5841A,Pillsbury Co
008596,01,1986-12-14 00:00:00.000000,1995-10-31 00:00:00.000000,PHYB,Pioneer Hi-Bred Internationl
008596,01,1995-11-01 00:00:00.000000,2007-11-14 00:00:00.000000,PHB,Pioneer Hi-Bred Internationl
008596,01,2007-11-15 00:00:00.000000,2900-01-01 00:00:00.000000,PHB.1,Pioneer Hi-Bred Internationl
008606,01,1986-12-14 00:00:00.000000,2900-01-01 00:00:00.000000,PBI,Pitney Bowes Inc.
008617,01,1986-12-14 00:00:00.000000,1993-07-27 00:00:00.000000,PCO,Pittston Co-Consolidated
008617,01,1993-07-28 00:00:00.000000,2900-01-01 00:00:00.000000,PZSM.CM,Pittston Co-Consolidated
008621,01,1988-09-08 00:00:00.000000,1991-01-23 00:00:00.000000,PIZ,Pizza Hut Inc
008621,01,1998-05-01 00:00:00.000000,2900-01-01 00:00:00.000000,PIZ.,Pizza Hut Inc
008626,01,1986-12-14 00:00:00.000000,1987-08-30 00:00:00.000000,PLC,Placer Dome Inc
008626,01,1987-08-31 00:00:00.000000,2900-01-01 00:00:00.000000,PDG,Placer Dome Inc
008657,01,1986-12-14 00:00:00.000000,2001-10-15 00:00:00.000000,PRD,Primary PDC Corp
008657,01,2001-10-16 00:00:00.000000,2002-04-22 00:00:00.000000,3PRDCQ,Primary PDC Corp
008657,01,2002-04-23 00:00:00.000000,2003-07-20 00:00:00.000000,3PRDQE,Primary PDC Corp
008657,01,2003-07-21 00:00:00.000000,2900-01-01 00:00:00.000000,PRDCQ,Primary PDC Corp
008692,01,1986-12-14 00:00:00.000000,2900-01-01 00:00:00.000000,PCH,PotlatchDeltic Corp
008694,01,1986-12-14 00:00:00.000000,2900-01-01 00:00:00.000000,POM,Pepco Holdings Inc.
008717,01,1986-12-14 00:00:00.000000,1989-10-18 00:00:00.000000,PCST,Precision Castparts Corp.
008717,01,1989-10-19 00:00:00.000000,2900-01-01 00:00:00.000000,PCP,Precision Castparts Corp.
008746,01,1986-12-14 00:00:00.000000,1998-12-22 00:00:00.000000,PCLB,Price Co
008746,01,1998-12-23 00:00:00.000000,2900-01-01 00:00:00.000000,PCLB.1,Price Co
008750,01,1986-12-14 00:00:00.000000,2007-09-26 00:00:00.000000,PDQ,Prime Hospitality Corp.
008750,01,2007-09-27 00:00:00.000000,2008-12-31 00:00:00.000000,PDQ.1,Prime Hospitality Corp.
008750,01,2009-01-01 00:00:00.000000,2900-01-01 00:00:00.000000,PDQ.2,Prime Hospitality Corp.
008762,01,1986-12-14 00:00:00.000000,2900-01-01 00:00:00.000000,PG,Procter & Gamble Co (The)
008787,01,1986-12-14 00:00:00.000000,1989-06-29 00:00:00.000000,PTRAS,Archstone Inc
008787,01,1989-06-30 00:00:00.000000,1998-07-06 00:00:00.000000,PTR,Archstone Inc
008787,01,1998-07-07 00:00:00.000000,2012-08-13 00:00:00.000000,ASN,Archstone Inc
008787,01,2012-08-14 00:00:00.000000,2900-01-01 00:00:00.000000,ASN.1,Archstone Inc
008794,03,1996-01-11 00:00:00.000000,2000-09-21 00:00:00.000000,PVT,Provident Cos Inc
008794,03,2000-09-22 00:00:00.000000,2900-01-01 00:00:00.000000,PVT.,Provident Cos Inc
008804,01,1986-12-14 00:00:00.000000,1997-08-04 00:00:00.000000,PSR,New Century Energies Inc
008804,01,1997-08-05 00:00:00.000000,2008-12-31 00:00:00.000000,NCE,New Century Energies Inc
008804,01,2009-01-01 00:00:00.000000,2011-01-27 00:00:00.000000,NCE.,New Century Energies Inc
008804,01,2011-01-28 00:00:00.000000,2900-01-01 00:00:00.000000,NCE.1,New Century Energies Inc
008805,01,1986-12-14 00:00:00.000000,1994-10-26 00:00:00.000000,PIN,PSI Resources Inc
008805,01,1994-10-27 00:00:00.000000,2900-01-01 00:00:00.000000,CIN2,PSI Resources Inc
008810,01,1986-12-14 00:00:00.000000,2900-01-01 00:00:00.000000,PEG,Public Service Enterprise Group Inc
008811,01,1986-12-14 00:00:00.000000,1996-08-04 00:00:00.000000,PUL,PubliCARD Inc.
008811,01,1996-08-05 00:00:00.000000,1998-12-21 00:00:00.000000,3PLKR,PubliCARD Inc.
008811,01,1998-12-22 00:00:00.000000,2003-03-27 00:00:00.000000,CARD,PubliCARD Inc.
008811,01,2003-03-28 00:00:00.000000,2007-05-23 00:00:00.000000,3CARD,PubliCARD Inc.
008811,01,2007-05-24 00:00:00.000000,2007-06-24 00:00:00.000000,3CARDE,PubliCARD Inc.
008811,01,2007-06-25 00:00:00.000000,2900-01-01 00:00:00.000000,CARD,PubliCARD Inc.
008820,01,1987-04-30 00:00:00.000000,2900-01-01 00:00:00.000000,PU,Pullman Inc
008823,01,1986-12-14 00:00:00.000000,2900-01-01 00:00:00.000000,PHM,PulteGroup Inc
008828,01,1987-04-30 00:00:00.000000,1991-01-23 00:00:00.000000,PRX.,Purex Industries Inc
008828,01,1998-05-01 00:00:00.000000,2900-01-01 00:00:00.000000,PRX.1,Purex Industries Inc
008852,01,1986-12-14 00:00:00.000000,2007-06-21 00:00:00.000000,OAT,Quaker Oats Co
008852,01,2007-06-22 00:00:00.000000,2900-01-01 00:00:00.000000,OAT.,Quaker Oats Co
008873,01,1986-12-14 00:00:00.000000,2900-01-01 00:00:00.000000,STR,Questar Corp
008875,01,1987-04-30 00:00:00.000000,1991-01-23 00:00:00.000000,IQ,Questor Corp
008875,01,1998-05-01 00:00:00.000000,2900-01-01 00:00:00.000000,IQ.1,Questor Corp
008889,01,1987-04-30 00:00:00.000000,1991-01-23 00:00:00.000000,RCA,RCA Corp
008889,01,1998-05-01 00:00:00.000000,2900-01-01 00:00:00.000000,RCA.1,RCA Corp
008898,01,1986-12-14 00:00:00.000000,2900-01-01 00:00:00.000000,RJF,Raymond James Financial Inc.
008906,01,1988-09-08 00:00:00.000000,2900-01-01 00:00:00.000000,NSUG,RSN Projects Inc
008935,01,1986-12-14 00:00:00.000000,1993-08-15 00:00:00.000000,RAL,Ralston Purina-Consolidated
008935,01,1993-08-16 00:00:00.000000,2900-01-01 00:00:00.000000,RACM.CM,Ralston Purina-Consolidated
008937,01,1986-12-14 00:00:00.000000,1992-06-30 00:00:00.000000,RAM,Ramada Inc
008937,01,1992-07-01 00:00:00.000000,1993-05-20 00:00:00.000000,RAM.,Ramada Inc
008937,01,1993-05-21 00:00:00.000000,1996-03-21 00:00:00.000000,RAM.1,Ramada Inc
008937,01,1996-03-22 00:00:00.000000,2008-12-31 00:00:00.000000,RAM.2,Ramada Inc
008937,01,2009-01-01 00:00:00.000000,2900-01-01 00:00:00.000000,RAM.3,Ramada Inc
008960,01,1986-12-14 00:00:00.000000,2004-09-23 00:00:00.000000,RYC,Raychem Corp
008960,01,2004-09-24 00:00:00.000000,2900-01-01 00:00:00.000000,RYC.,Raychem Corp
008972,01,1986-12-14 00:00:00.000000,1997-12-17 00:00:00.000000,RTN,Raytheon Co.
008972,01,1997-12-18 00:00:00.000000,2001-05-14 00:00:00.000000,RTN.B,Raytheon Co.
008972,01,2001-05-15 00:00:00.000000,2900-01-01 00:00:00.000000,RTN,Raytheon Co.
008974,01,1986-12-14 00:00:00.000000,1989-09-06 00:00:00.000000,RB,R & B Falcon Corp
008974,01,1989-09-07 00:00:00.000000,2900-01-01 00:00:00.000000,6113B,R & B Falcon Corp
009002,01,1986-12-14 00:00:00.000000,1991-01-23 00:00:00.000000,RE,Redman Industries Inc
009002,01,1991-01-24 00:00:00.000000,2900-01-01 00:00:00.000000,RDMN,Redman Industries Inc
009004,01,1986-12-14 00:00:00.000000,1987-01-30 00:00:00.000000,RBOK,Reebok International Ltd.
009004,01,1987-01-31 00:00:00.000000,2900-01-01 00:00:00.000000,RBK,Reebok International Ltd.
009008,01,1988-09-08 00:00:00.000000,1991-01-23 00:00:00.000000,RDT,Reed Tool Co
009008,01,1998-05-01 00:00:00.000000,2900-01-01 00:00:00.000000,RDT.1,Reed Tool Co
009009,01,1987-04-30 00:00:00.000000,1991-01-23 00:00:00.000000,RVS,Reeves Brothers Inc
009009,01,1998-05-01 00:00:00.000000,2900-01-01 00:00:00.000000,RVS.,Reeves Brothers Inc
009036,01,1987-04-30 00:00:00.000000,1991-01-23 00:00:00.000000,REE,Reliance Electric Co-Old
009036,01,1998-05-01 00:00:00.000000,2900-01-01 00:00:00.000000,REE.1,Reliance Electric Co-Old
009061,01,1986-12-14 00:00:00.000000,2900-01-01 00:00:00.000000,RNB,HSBC USA Inc
009063,01,1986-12-14 00:00:00.000000,1987-01-30 00:00:00.000000,REPB,AutoNation Inc
009063,01,1987-01-31 00:00:00.000000,1987-03-30 00:00:00.000000,REPBD,AutoNation Inc
009063,01,1987-03-31 00:00:00.000000,1990-03-29 00:00:00.000000,REPB,AutoNation Inc
009063,01,1990-03-30 00:00:00.000000,1990-05-16 00:00:00.000000,6451B,AutoNation Inc
009063,01,1990-05-17 00:00:00.000000,1997-06-19 00:00:00.000000,RWIN,AutoNation Inc
009063,01,1997-06-20 00:00:00.000000,1999-04-05 00:00:00.000000,RII,AutoNation Inc
009063,01,1999-04-06 00:00:00.000000,2900-01-01 00:00:00.000000,AN,AutoNation Inc
009064,01,1987-04-30 00:00:00.000000,2003-08-10 00:00:00.000000,LTV2,Republic Steel Corp
009064,01,2003-08-11 00:00:00.000000,2900-01-01 00:00:00.000000,3LTVCQ2,Republic Steel Corp
009067,01,1986-12-14 00:00:00.000000,1987-06-29 00:00:00.000000,RPT,First Republicbank Corp
009067,01,1987-06-30 00:00:00.000000,1989-10-04 00:00:00.000000,FRB,First Republicbank Corp
009067,01,1989-10-05 00:00:00.000000,2900-01-01 00:00:00.000000,6131B,First Republicbank Corp
009103,01,1986-12-14 00:00:00.000000,2900-01-01 00:00:00.000000,RVB,Revere Copper & Brass Inc
009104,01,1986-12-14 00:00:00.000000,1987-08-30 00:00:00.000000,REV1,Revlon Inc-Old
009104,01,1987-08-31 00:00:00.000000,2900-01-01 00:00:00.000000,4640A,Revlon Inc-Old
009111,01,1986-12-14 00:00:00.000000,1987-05-30 00:00:00.000000,REX,Rexnord Holdings Inc
009111,01,1987-05-31 00:00:00.000000,1987-11-29 00:00:00.000000,BNR1,Rexnord Holdings Inc
009111,01,1987-11-30 00:00:00.000000,1989-02-06 00:00:00.000000,REX,Rexnord Holdings Inc
009111,01,1989-02-07 00:00:00.000000,1991-01-23 00:00:00.000000,BNR1,Rexnord Holdings Inc
009111,01,1991-01-24 00:00:00.000000,2900-01-01 00:00:00.000000,FA1,Rexnord Holdings Inc
009113,01,1986-12-14 00:00:00.000000,1990-09-19 00:00:00.000000,RJR,Nabisco Group Holdings Corp
009113,01,1990-09-20 00:00:00.000000,1991-02-25 00:00:00.000000,6699C,Nabisco Group Holdings Corp
009113,01,1991-02-26 00:00:00.000000,1999-06-14 00:00:00.000000,RN,Nabisco Group Holdings Corp
009113,01,1999-06-15 00:00:00.000000,2005-09-22 00:00:00.000000,NGH,Nabisco Group Holdings Corp
009113,01,2005-09-23 00:00:00.000000,2015-01-12 00:00:00.000000,NGH.,Nabisco Group Holdings Corp
009113,01,2015-01-13 00:00:00.000000,2900-01-01 00:00:00.000000,NGH.2,Nabisco Group Holdings Corp
009114,01,1986-12-14 00:00:00.000000,2008-12-31 00:00:00.000000,RLM,Reynolds Metals Co
009114,01,2009-01-01 00:00:00.000000,2009-10-26 00:00:00.000000,RLM.,Reynolds Metals Co
009114,01,2009-10-27 00:00:00.000000,2900-01-01 00:00:00.000000,RLM.1,Reynolds Metals Co
009117,01,1988-09-08 00:00:00.000000,1991-01-23 00:00:00.000000,RG,Rheingold Corp
009117,01,1998-05-01 00:00:00.000000,2900-01-01 00:00:00.000000,RG.2,Rheingold Corp
009126,01,1987-04-30 00:00:00.000000,1991-01-23 00:00:00.000000,RVI,Richardson-Vicks Inc
009126,01,1998-05-01 00:00:00.000000,2900-01-01 00:00:00.000000,RVI.2,Richardson-Vicks Inc
009149,01,1987-04-30 00:00:00.000000,1991-01-23 00:00:00.000000,RGI,Rio Grande Industries
009149,01,1998-05-01 00:00:00.000000,1998-05-06 00:00:00.000000,RGI.,Rio Grande Industries
009149,01,1998-05-07 00:00:00.000000,1999-02-01 00:00:00.000000,RGI,Rio Grande Industries
009149,01,1999-02-02 00:00:00.000000,2900-01-01 00:00:00.000000,RGI.1,Rio Grande Industries
009155,01,1986-12-14 00:00:00.000000,2900-01-01 00:00:00.000000,RAD,Rite Aid Corp.
009168,01,1986-12-14 00:00:00.000000,1995-11-30 00:00:00.000000,ROAD,Caliber Systems Inc
009168,01,1995-12-01 00:00:00.000000,2003-05-22 00:00:00.000000,CBB,Caliber Systems Inc
009168,01,2003-05-23 00:00:00.000000,2900-01-01 00:00:00.000000,CBB.1,Caliber Systems Inc
009195,01,1986-12-14 00:00:00.000000,1995-01-08 00:00:00.000000,RTC,Frontier Corp
009195,01,1995-01-09 00:00:00.000000,2001-08-06 00:00:00.000000,FRO,Frontier Corp
009195,01,2001-08-07 00:00:00.000000,2010-11-15 00:00:00.000000,FRO.,Frontier Corp
009195,01,2010-11-16 00:00:00.000000,2900-01-01 00:00:00.000000,FRO.1,Frontier Corp
009203,01,1986-12-14 00:00:00.000000,2900-01-01 00:00:00.000000,ROK,Rockwell Automation Inc.
009217,01,1986-12-14 00:00:00.000000,2900-01-01 00:00:00.000000,ROH,Rohm and Haas Co
009224,01,1986-12-14 00:00:00.000000,1997-05-15 00:00:00.000000,REN,Safety-Kleen Systems Inc
009224,01,1997-05-16 00:00:00.000000,1998-06-30 00:00:00.000000,LLE,Safety-Kleen Systems Inc
009224,01,1998-07-01 00:00:00.000000,2000-11-16 00:00:00.000000,SK,Safety-Kleen Systems Inc
009224,01,2000-11-17 00:00:00.000000,2003-07-20 00:00:00.000000,3SKLNQ,Safety-Kleen Systems Inc
009224,01,2003-07-21 00:00:00.000000,2900-01-01 00:00:00.000000,SKLNQ,Safety-Kleen Systems Inc
009225,01,1986-12-14 00:00:00.000000,2900-01-01 00:00:00.000000,ROL,Rollins Inc.
009226,01,1987-04-30 00:00:00.000000,1988-10-30 00:00:00.000000,RM,Rolm Corp
009226,01,1988-10-31 00:00:00.000000,1991-01-23 00:00:00.000000,RM.,Rolm Corp
009226,01,1998-05-01 00:00:00.000000,2900-01-01 00:00:00.000000,RM.1,Rolm Corp
009234,01,1986-12-14 00:00:00.000000,1991-01-23 00:00:00.000000,ROP,Roper Corp
009234,01,1991-01-24 00:00:00.000000,2008-12-31 00:00:00.000000,ROP.,Roper Corp
009234,01,2009-01-01 00:00:00.000000,2900-01-01 00:00:00.000000,ROP.1,Roper Corp
009248,01,1986-12-14 00:00:00.000000,2900-01-01 00:00:00.000000,ROST,Ross Stores Inc
009258,01,1986-12-14 00:00:00.000000,2900-01-01 00:00:00.000000,RDC,Rowan Companies plc
009266,01,1987-04-30 00:00:00.000000,2005-06-20 00:00:00.000000,RCC.,Royal Crown Cos Inc
009266,01,2005-06-21 00:00:00.000000,2900-01-01 00:00:00.000000,RCC.2,Royal Crown Cos Inc
009267,91,1986-12-14 00:00:00.000000,2005-11-20 00:00:00.000000,RD,"Royal Dutch Petroleum Co, Den Haag"
009267,91,2005-11-21 00:00:00.000000,2900-01-01 00:00:00.000000,RDPL,"Royal Dutch Petroleum Co, Den Haag"
009280,01,1986-12-14 00:00:00.000000,2900-01-01 00:00:00.000000,RBD,Rubbermaid Inc
009293,01,1986-12-14 00:00:00.000000,2006-10-31 00:00:00.000000,RML,Russell Corp
009293,01,2006-11-01 00:00:00.000000,2006-11-09 00:00:00.000000,RML.,Russell Corp
009293,01,2006-11-10 00:00:00.000000,2900-01-01 00:00:00.000000,RML.1,Russell Corp
009297,01,1986-12-14 00:00:00.000000,1987-07-30 00:00:00.000000,RYN,Ryan Homes Inc
009297,01,1987-07-31 00:00:00.000000,1989-12-28 00:00:00.000000,NVH1,Ryan Homes Inc
009297,01,1989-12-29 00:00:00.000000,1991-01-23 00:00:00.000000,RYN,Ryan Homes Inc
009297,01,1991-01-24 00:00:00.000000,2900-01-01 00:00:00.000000,RYN.1,Ryan Homes Inc
009298,01,1986-12-14 00:00:00.000000,2900-01-01 00:00:00.000000,RYAN,Ryan's Restaurant Group Inc
009299,01,1986-12-14 00:00:00.000000,1988-08-10 00:00:00.000000,RDR,Ryder System Inc
009299,01,1988-08-11 00:00:00.000000,2900-01-01 00:00:00.000000,R,Ryder System Inc
009303,01,1986-12-14 00:00:00.000000,1997-02-24 00:00:00.000000,RYR,Rymer Foods Inc
009303,01,1997-02-25 00:00:00.000000,1997-07-13 00:00:00.000000,3RYMR,Rymer Foods Inc
009303,01,1997-07-14 00:00:00.000000,1997-10-28 00:00:00.000000,3RYMRQ,Rymer Foods Inc
009303,01,1997-10-29 00:00:00.000000,2002-02-14 00:00:00.000000,3RFDS,Rymer Foods Inc
009303,01,2002-02-15 00:00:00.000000,2002-03-24 00:00:00.000000,3RFDSE,Rymer Foods Inc
009303,01,2002-03-25 00:00:00.000000,2003-07-20 00:00:00.000000,3RFDS,Rymer Foods Inc
009303,01,2003-07-21 00:00:00.000000,2900-01-01 00:00:00.000000,RFDS,Rymer Foods Inc
009312,01,1987-04-30 00:00:00.000000,1991-01-23 00:00:00.000000,SCV,SCA Services Inc
009312,01,1998-05-01 00:00:00.000000,1998-05-06 00:00:00.000000,SCV.,SCA Services Inc
009312,01,1998-05-07 00:00:00.000000,2007-04-25 00:00:00.000000,SCV,SCA Services Inc
009312,01,2007-04-26 00:00:00.000000,2900-01-01 00:00:00.000000,SCV.1,SCA Services Inc
009316,01,1987-04-30 00:00:00.000000,1991-01-23 00:00:00.000000,SCM,SCM Corp
009316,01,1998-05-01 00:00:00.000000,2900-01-01 00:00:00.000000,SCM.2,SCM Corp
009320,01,1987-04-30 00:00:00.000000,1991-01-23 00:00:00.000000,SFN,SFN Cos Inc
