gvkey,iid,efffrom,effthru,itemvalue,conml
001468,01,2001-01-12 00:00:00.000000,2014-02-09 00:00:00.000000,AM,American Greetings Corp.
001468,01,2014-02-10 00:00:00.000000,2900-01-01 00:00:00.000000,AM.1,American Greetings Corp.
001478,01,1986-12-14 00:00:00.000000,2002-03-07 00:00:00.000000,AHP,Wyeth
001478,01,2002-03-08 00:00:00.000000,2900-01-01 00:00:00.000000,WYE,Wyeth
001481,01,1987-04-30 00:00:00.000000,2000-11-26 00:00:00.000000,AHS,American Hospital Supply
001481,01,2000-11-27 00:00:00.000000,2900-01-01 00:00:00.000000,AHS.1,American Hospital Supply
001485,01,1986-12-14 00:00:00.000000,2000-07-02 00:00:00.000000,AIT,Ameritech Corp
001485,01,2000-07-03 00:00:00.000000,2900-01-01 00:00:00.000000,AIT.1,Ameritech Corp
001487,01,1986-12-14 00:00:00.000000,2900-01-01 00:00:00.000000,AIG,American International Group Inc
001489,01,1987-04-30 00:00:00.000000,1989-01-03 00:00:00.000000,AIC,American Investment Co
001489,01,1989-01-04 00:00:00.000000,1991-01-23 00:00:00.000000,AIC.,American Investment Co
001489,01,1998-05-01 00:00:00.000000,2900-01-01 00:00:00.000000,AIC.2,American Investment Co
001517,01,1986-12-14 00:00:00.000000,1989-06-29 00:00:00.000000,AMO,American Motors Corp
001517,01,1989-06-30 00:00:00.000000,1992-10-22 00:00:00.000000,AMO.,American Motors Corp
001517,01,1992-10-23 00:00:00.000000,2900-01-01 00:00:00.000000,AMO.1,American Motors Corp
001528,01,1987-04-30 00:00:00.000000,1991-01-23 00:00:00.000000,ANR,American Natural Resources
001528,01,1998-05-01 00:00:00.000000,2900-01-01 00:00:00.000000,ANR.2,American Natural Resources
001560,01,1986-12-14 00:00:00.000000,1993-12-09 00:00:00.000000,ABG,American Ship Building Co
001560,01,1993-12-10 00:00:00.000000,2900-01-01 00:00:00.000000,3ASBG,American Ship Building Co
001567,02,1986-12-14 00:00:00.000000,1988-09-29 00:00:00.000000,AST,Trane Inc
001567,02,1988-09-30 00:00:00.000000,1989-09-28 00:00:00.000000,5484B,Trane Inc
001567,02,1989-09-29 00:00:00.000000,1991-01-23 00:00:00.000000,5484C,Trane Inc
001567,02,1991-01-24 00:00:00.000000,2007-11-28 00:00:00.000000,ASD,Trane Inc
001567,02,2007-11-29 00:00:00.000000,2008-12-31 00:00:00.000000,TT,Trane Inc
001567,02,2009-01-01 00:00:00.000000,2009-05-31 00:00:00.000000,TT.,Trane Inc
001567,02,2009-06-01 00:00:00.000000,2900-01-01 00:00:00.000000,TT.2,Trane Inc
001572,01,1987-04-30 00:00:00.000000,1991-01-23 00:00:00.000000,ASC.,American Stores Co-Old
001572,01,1998-05-01 00:00:00.000000,2900-01-01 00:00:00.000000,ASE.2,American Stores Co-Old
001573,01,1986-12-14 00:00:00.000000,1999-10-13 00:00:00.000000,ASC,American Stores Co
001573,01,1999-10-14 00:00:00.000000,2900-01-01 00:00:00.000000,ASC.1,American Stores Co
001581,01,1986-12-14 00:00:00.000000,2005-11-30 00:00:00.000000,T,AT&T Corp
001581,01,2005-12-01 00:00:00.000000,2900-01-01 00:00:00.000000,T.2,AT&T Corp
001596,01,1987-04-30 00:00:00.000000,1991-01-23 00:00:00.000000,AFN.,AmeriFin Corp
001596,01,1998-05-01 00:00:00.000000,2900-01-01 00:00:00.000000,AFN.3,AmeriFin Corp
001598,01,1986-12-14 00:00:00.000000,2900-01-01 00:00:00.000000,AME,AMETEK Inc
001602,01,1986-12-14 00:00:00.000000,2900-01-01 00:00:00.000000,AMGN,Amgen Inc
001608,01,1986-12-14 00:00:00.000000,2004-06-23 00:00:00.000000,AMP,AMP Inc
001608,01,2004-06-24 00:00:00.000000,2008-12-31 00:00:00.000000,AMP.1,AMP Inc
001608,01,2009-01-01 00:00:00.000000,2900-01-01 00:00:00.000000,AMP.2,AMP Inc
001609,01,1986-12-14 00:00:00.000000,1999-03-31 00:00:00.000000,AN,Amoco Corp
001609,01,1999-04-01 00:00:00.000000,2013-02-03 00:00:00.000000,AN.,Amoco Corp
001609,01,2013-02-04 00:00:00.000000,2900-01-01 00:00:00.000000,AN.2,Amoco Corp
001619,01,1986-12-14 00:00:00.000000,2008-12-14 00:00:00.000000,ASO,AmSouth Bancorporation
001619,01,2008-12-15 00:00:00.000000,2900-01-01 00:00:00.000000,ASO.1,AmSouth Bancorporation
001620,01,1986-12-14 00:00:00.000000,2900-01-01 00:00:00.000000,4072A,Amstar Corp
001623,01,1987-04-30 00:00:00.000000,1988-06-08 00:00:00.000000,AD,Amsted Industries
001623,01,1988-06-09 00:00:00.000000,1989-09-28 00:00:00.000000,4936B,Amsted Industries
001623,01,1989-09-29 00:00:00.000000,2900-01-01 00:00:00.000000,4936C,Amsted Industries
001628,01,1988-09-08 00:00:00.000000,1991-01-23 00:00:00.000000,A.1,Anaconda Co
001628,01,1998-05-01 00:00:00.000000,2900-01-01 00:00:00.000000,A.2,Anaconda Co
001632,01,1986-12-14 00:00:00.000000,2900-01-01 00:00:00.000000,ADI,Analog Devices Inc.
001651,01,1986-12-14 00:00:00.000000,2900-01-01 00:00:00.000000,ANDW,Andrew Corp
001661,01,1986-12-14 00:00:00.000000,1987-03-30 00:00:00.000000,AEL.A,Nabors Industries Ltd
001661,01,1987-03-31 00:00:00.000000,1988-03-30 00:00:00.000000,AEL,Nabors Industries Ltd
001661,01,1988-03-31 00:00:00.000000,1989-02-27 00:00:00.000000,QAEL,Nabors Industries Ltd
001661,01,1989-02-28 00:00:00.000000,1989-03-12 00:00:00.000000,AEL,Nabors Industries Ltd
001661,01,1989-03-13 00:00:00.000000,2900-01-01 00:00:00.000000,NBR,Nabors Industries Ltd
001663,01,1986-12-14 00:00:00.000000,2009-09-14 00:00:00.000000,BUD,Anheuser-Busch Companies Inc
001663,01,2009-09-15 00:00:00.000000,2900-01-01 00:00:00.000000,BUD.2,Anheuser-Busch Companies Inc
001678,01,1986-12-14 00:00:00.000000,2900-01-01 00:00:00.000000,APA,Apache Corp
001690,01,1986-12-14 00:00:00.000000,2900-01-01 00:00:00.000000,AAPL,Apple Inc
001704,01,1986-12-14 00:00:00.000000,2900-01-01 00:00:00.000000,AMAT,Applied Materials Inc.
001722,01,1986-12-14 00:00:00.000000,2900-01-01 00:00:00.000000,ADM,Archer-Daniels-Midland Co
001738,01,1987-04-30 00:00:00.000000,1989-01-18 00:00:00.000000,ARR,Washington Mutual Financial Corp
001738,01,1989-01-19 00:00:00.000000,1991-01-23 00:00:00.000000,GWF1,Washington Mutual Financial Corp
001738,01,1991-01-24 00:00:00.000000,2900-01-01 00:00:00.000000,WM1,Washington Mutual Financial Corp
001746,01,1986-12-14 00:00:00.000000,1994-05-18 00:00:00.000000,ALG,Noram Energy Corp
001746,01,1994-05-19 00:00:00.000000,1997-12-08 00:00:00.000000,NAE,Noram Energy Corp
001746,01,1997-12-09 00:00:00.000000,2002-12-19 00:00:00.000000,HOU2,Noram Energy Corp
001746,01,2002-12-20 00:00:00.000000,2900-01-01 00:00:00.000000,CNP2,Noram Energy Corp
001753,01,1986-12-14 00:00:00.000000,1989-09-20 00:00:00.000000,ABW,Armada Corp
001753,01,1989-09-21 00:00:00.000000,1991-09-30 00:00:00.000000,AMDA,Armada Corp
001753,01,1991-10-01 00:00:00.000000,1992-02-06 00:00:00.000000,7141B,Armada Corp
001753,01,1992-02-07 00:00:00.000000,2900-01-01 00:00:00.000000,3AMDA,Armada Corp
001755,01,1986-12-14 00:00:00.000000,2006-09-21 00:00:00.000000,AS,Armco Inc
001755,01,2006-09-22 00:00:00.000000,2900-01-01 00:00:00.000000,AS.,Armco Inc
001758,01,1987-04-30 00:00:00.000000,2900-01-01 00:00:00.000000,G2,Armour & Co
001762,01,1986-12-14 00:00:00.000000,2002-11-10 00:00:00.000000,ACK,Armstrong Holdings Inc
001762,01,2002-11-11 00:00:00.000000,2006-10-23 00:00:00.000000,3ACKHQ,Armstrong Holdings Inc
001762,01,2006-10-24 00:00:00.000000,2900-01-01 00:00:00.000000,3ACKH,Armstrong Holdings Inc
001789,01,1986-12-14 00:00:00.000000,2013-07-30 00:00:00.000000,AR,Asarco Inc
001789,01,2013-07-31 00:00:00.000000,2900-01-01 00:00:00.000000,AR.2,Asarco Inc
001794,01,1986-12-14 00:00:00.000000,2900-01-01 00:00:00.000000,ASH,Ashland Global Holdings Inc
001803,01,1987-04-30 00:00:00.000000,1991-01-23 00:00:00.000000,DG,Associated Dry Goods Corp
001803,01,1998-05-01 00:00:00.000000,2900-01-01 00:00:00.000000,DG.2,Associated Dry Goods Corp
001809,01,1988-09-08 00:00:00.000000,1988-09-22 00:00:00.000000,ATS,Associated Investment Securities
001809,01,1998-05-01 00:00:00.000000,2900-01-01 00:00:00.000000,ATS.1,Associated Investment Securities
001831,01,1986-12-14 00:00:00.000000,1989-11-08 00:00:00.000000,GW1,Associates First Capital Corp
001831,01,1989-11-09 00:00:00.000000,1996-05-12 00:00:00.000000,6231A,Associates First Capital Corp
001831,01,1996-05-13 00:00:00.000000,2001-01-03 00:00:00.000000,AFS,Associates First Capital Corp
001831,01,2001-01-04 00:00:00.000000,2001-01-15 00:00:00.000000,AFS.A,Associates First Capital Corp
001831,01,2001-01-16 00:00:00.000000,2900-01-01 00:00:00.000000,AFS,Associates First Capital Corp
001837,01,1986-12-14 00:00:00.000000,1988-05-04 00:00:00.000000,AGLT,Southern Co Gas
001837,01,1988-05-05 00:00:00.000000,2009-02-08 00:00:00.000000,ATG,Southern Co Gas
001837,01,2009-02-09 00:00:00.000000,2011-12-15 00:00:00.000000,AGL,Southern Co Gas
001837,01,2011-12-16 00:00:00.000000,2900-01-01 00:00:00.000000,GAS,Southern Co Gas
001848,01,1986-12-14 00:00:00.000000,2003-10-23 00:00:00.000000,ARC,Atlantic Richfield Co
001848,01,2003-10-24 00:00:00.000000,2006-09-21 00:00:00.000000,ARC.2,Atlantic Richfield Co
001848,01,2006-09-22 00:00:00.000000,2900-01-01 00:00:00.000000,ARC.3,Atlantic Richfield Co
001878,01,1986-12-14 00:00:00.000000,1996-05-05 00:00:00.000000,ACAD,Autodesk Inc.
001878,01,1996-05-06 00:00:00.000000,2900-01-01 00:00:00.000000,ADSK,Autodesk Inc.
001891,01,1986-12-14 00:00:00.000000,2000-12-03 00:00:00.000000,AUD,Automatic Data Processing Inc.
001891,01,2000-12-04 00:00:00.000000,2900-01-01 00:00:00.000000,ADP,Automatic Data Processing Inc.
001913,01,1986-12-14 00:00:00.000000,2900-01-01 00:00:00.000000,AVY,Avery Dennison Corp
001920,01,1986-12-14 00:00:00.000000,2900-01-01 00:00:00.000000,AVP,Avon Products Inc.
001925,01,1987-04-30 00:00:00.000000,2900-01-01 00:00:00.000000,AZNC,Azcon Corp
001965,01,1988-09-08 00:00:00.000000,2900-01-01 00:00:00.000000,BAW.,Babcock & Wilcox Co
001976,01,1986-12-14 00:00:00.000000,1987-04-29 00:00:00.000000,BKO,Baker Hughes Inc
001976,01,1987-04-30 00:00:00.000000,2900-01-01 00:00:00.000000,BHI,Baker Hughes Inc
001988,01,1986-12-14 00:00:00.000000,2900-01-01 00:00:00.000000,BLL,Ball Corp
001990,01,1986-12-14 00:00:00.000000,2900-01-01 00:00:00.000000,BLY,Bally Entertainment Corp
001993,01,1986-12-14 00:00:00.000000,2900-01-01 00:00:00.000000,2305B,Baltimore & Ohio Railroad Co
001995,01,1986-12-14 00:00:00.000000,1999-05-02 00:00:00.000000,BGE,Constellation Energy Group Inc.
001995,01,1999-05-03 00:00:00.000000,2900-01-01 00:00:00.000000,CEG,Constellation Energy Group Inc.
001998,01,1986-12-14 00:00:00.000000,2010-06-01 00:00:00.000000,ONE,Bank One Corp
001998,01,2010-06-02 00:00:00.000000,2900-01-01 00:00:00.000000,ONE.1,Bank One Corp
002014,01,1986-12-14 00:00:00.000000,2000-06-22 00:00:00.000000,BKB,BankBoston Corp
002014,01,2000-06-23 00:00:00.000000,2015-04-29 00:00:00.000000,BKB.,BankBoston Corp
002014,01,2015-04-30 00:00:00.000000,2900-01-01 00:00:00.000000,BKB.2,BankBoston Corp
002019,01,1986-12-14 00:00:00.000000,2900-01-01 00:00:00.000000,BK,Bank of New York Mellon Corp (The)
002024,01,1986-12-14 00:00:00.000000,1998-09-30 00:00:00.000000,BAC,BankAmerica Corp-Old
002024,01,1998-10-01 00:00:00.000000,2008-09-24 00:00:00.000000,BAC.Z,BankAmerica Corp-Old
002024,01,2008-09-25 00:00:00.000000,2900-01-01 00:00:00.000000,BAC.Z.,BankAmerica Corp-Old
002029,01,1986-12-14 00:00:00.000000,2004-06-23 00:00:00.000000,BT,Bankers Trust Corp
002029,01,2004-06-24 00:00:00.000000,2008-12-31 00:00:00.000000,BT.1,Bankers Trust Corp
002029,01,2009-01-01 00:00:00.000000,2900-01-01 00:00:00.000000,BT.2,Bankers Trust Corp
002044,01,1986-12-14 00:00:00.000000,2900-01-01 00:00:00.000000,BCR,Bard (C.R.) Inc
002051,01,1986-12-14 00:00:00.000000,1987-06-29 00:00:00.000000,BBF,Barnett Banks Inc
002051,01,1987-06-30 00:00:00.000000,1999-08-10 00:00:00.000000,BBI,Barnett Banks Inc
002051,01,1999-08-11 00:00:00.000000,2008-12-31 00:00:00.000000,BBI.1,Barnett Banks Inc
002051,01,2009-01-01 00:00:00.000000,2900-01-01 00:00:00.000000,BBI.2,Barnett Banks Inc
002055,01,1986-12-14 00:00:00.000000,1987-03-30 00:00:00.000000,ABXFF,Barrick Gold Corp
002055,01,1987-03-31 00:00:00.000000,2019-01-01 00:00:00.000000,ABX,Barrick Gold Corp
002055,01,2019-01-02 00:00:00.000000,2900-01-01 00:00:00.000000,GOLD,Barrick Gold Corp
002080,01,1986-12-14 00:00:00.000000,2900-01-01 00:00:00.000000,BSET,Bassett Furniture Industries Inc.
002085,01,1986-12-14 00:00:00.000000,2900-01-01 00:00:00.000000,BOL,Bausch & Lomb Holdings Inc
002086,01,1986-12-14 00:00:00.000000,2900-01-01 00:00:00.000000,BAX,Baxter International Inc
002095,01,1987-04-30 00:00:00.000000,1991-01-23 00:00:00.000000,BYK,Bayuk Cigars Inc
002095,01,1998-05-01 00:00:00.000000,2900-01-01 00:00:00.000000,BYK.,Bayuk Cigars Inc
002102,02,1987-04-30 00:00:00.000000,1987-11-29 00:00:00.000000,BRY,Beatrice Cos Inc
002102,02,1987-11-30 00:00:00.000000,1989-09-28 00:00:00.000000,4708B,Beatrice Cos Inc
002102,02,1989-09-29 00:00:00.000000,2900-01-01 00:00:00.000000,4708C,Beatrice Cos Inc
002104,01,1998-05-01 00:00:00.000000,2900-01-01 00:00:00.000000,BEM.1,Beaunit Corp
002110,02,1986-12-14 00:00:00.000000,1988-09-14 00:00:00.000000,BCW,BE Holdings Inc
002110,02,1988-09-15 00:00:00.000000,1989-09-28 00:00:00.000000,5372B,BE Holdings Inc
002110,02,1989-09-29 00:00:00.000000,2900-01-01 00:00:00.000000,5372C,BE Holdings Inc
002111,01,1986-12-14 00:00:00.000000,2900-01-01 00:00:00.000000,BDX,Becton Dickinson and Co
002122,01,1986-12-14 00:00:00.000000,1991-01-23 00:00:00.000000,QBKI,Beker Industries
002122,01,1991-01-24 00:00:00.000000,2900-01-01 00:00:00.000000,BKI910,Beker Industries
002129,01,1987-04-30 00:00:00.000000,1991-01-23 00:00:00.000000,BEL.,Belden Corp
002129,01,1998-05-01 00:00:00.000000,2900-01-01 00:00:00.000000,BEL.1,Belden Corp
002136,01,1986-12-14 00:00:00.000000,2000-07-02 00:00:00.000000,BEL,Verizon Communications Inc
002136,01,2000-07-03 00:00:00.000000,2900-01-01 00:00:00.000000,VZ,Verizon Communications Inc
002146,01,1986-12-14 00:00:00.000000,2900-01-01 00:00:00.000000,BLS,BellSouth Corp
002154,01,1986-12-14 00:00:00.000000,2900-01-01 00:00:00.000000,BMS,Bemis Co Inc
002157,01,1987-04-30 00:00:00.000000,2900-01-01 00:00:00.000000,ALD1,Bendix Corp
002159,01,1986-12-14 00:00:00.000000,1998-10-22 00:00:00.000000,BNL,Beneficial Corp
002159,01,1998-10-23 00:00:00.000000,1999-06-24 00:00:00.000000,BNL.,Beneficial Corp
002159,01,1999-06-25 00:00:00.000000,2900-01-01 00:00:00.000000,BNL.1,Beneficial Corp
002176,02,1996-05-16 00:00:00.000000,2900-01-01 00:00:00.000000,BRK.B,Berkshire Hathaway Inc
002184,01,1986-12-14 00:00:00.000000,1987-07-30 00:00:00.000000,BBUY,Best Buy Co Inc
002184,01,1987-07-31 00:00:00.000000,2900-01-01 00:00:00.000000,BBY,Best Buy Co Inc
002189,01,1986-12-14 00:00:00.000000,2002-06-11 00:00:00.000000,BS,Bethlehem Steel Corp
002189,01,2002-06-12 00:00:00.000000,2002-06-13 00:00:00.000000,3BHMS,Bethlehem Steel Corp
002189,01,2002-06-14 00:00:00.000000,2900-01-01 00:00:00.000000,3BHMSQ,Bethlehem Steel Corp
002193,01,1986-12-14 00:00:00.000000,2900-01-01 00:00:00.000000,BEV,Beverly Enterprises Inc
002226,01,1986-12-14 00:00:00.000000,1988-07-06 00:00:00.000000,BGENF,Biogen Inc
002226,01,1988-07-07 00:00:00.000000,2900-01-01 00:00:00.000000,BGEN,Biogen Inc
002230,01,1986-12-14 00:00:00.000000,2900-01-01 00:00:00.000000,BMET,Biomet Inc
002255,01,1986-12-14 00:00:00.000000,2900-01-01 00:00:00.000000,BDK,Black & Decker Corp (The)
002269,01,1986-12-14 00:00:00.000000,2900-01-01 00:00:00.000000,HRB,Block H&R Inc
002270,01,1986-12-14 00:00:00.000000,1987-09-29 00:00:00.000000,BLK,Valaris plc
002270,01,1987-09-30 00:00:00.000000,2019-07-30 00:00:00.000000,ESV,Valaris plc
002270,01,2019-07-31 00:00:00.000000,2900-01-01 00:00:00.000000,VAL,Valaris plc
002272,01,1987-04-30 00:00:00.000000,1991-01-23 00:00:00.000000,BBL,Blue Bell Inc
002272,01,1998-05-01 00:00:00.000000,2900-01-01 00:00:00.000000,BBL.1,Blue Bell Inc
002281,01,1986-12-14 00:00:00.000000,1998-03-25 00:00:00.000000,BOAT,Boatmens Bancshares Inc
002281,01,1998-03-26 00:00:00.000000,2900-01-01 00:00:00.000000,BOAT.,Boatmens Bancshares Inc
002283,02,1986-12-14 00:00:00.000000,1990-08-15 00:00:00.000000,BBKS,Bobbie Brooks Inc
002283,02,1990-08-16 00:00:00.000000,1990-09-19 00:00:00.000000,BBKSD,Bobbie Brooks Inc
002283,02,1990-09-20 00:00:00.000000,2900-01-01 00:00:00.000000,BBKS,Bobbie Brooks Inc
002285,01,1986-12-14 00:00:00.000000,2900-01-01 00:00:00.000000,BA,Boeing Co
002290,01,1986-12-14 00:00:00.000000,2004-10-31 00:00:00.000000,BCC,OfficeMax Inc
002290,01,2004-11-01 00:00:00.000000,2900-01-01 00:00:00.000000,OMX,OfficeMax Inc
002312,01,1986-12-14 00:00:00.000000,1987-07-30 00:00:00.000000,BCMP,Robert Half International Inc.
002312,01,1987-07-31 00:00:00.000000,1990-01-24 00:00:00.000000,RHII,Robert Half International Inc.
002312,01,1990-01-25 00:00:00.000000,2900-01-01 00:00:00.000000,RHI,Robert Half International Inc.
002316,01,1986-12-14 00:00:00.000000,1996-06-20 00:00:00.000000,BN,Hexion Inc
002316,01,1996-06-21 00:00:00.000000,2000-03-23 00:00:00.000000,9441B,Hexion Inc
002316,01,2000-03-24 00:00:00.000000,2900-01-01 00:00:00.000000,HXN,Hexion Inc
002322,02,1986-12-14 00:00:00.000000,1987-12-30 00:00:00.000000,BOR,Burns International Services Corp
002322,02,1987-12-31 00:00:00.000000,1989-09-28 00:00:00.000000,4724B,Burns International Services Corp
002322,02,1989-09-29 00:00:00.000000,1991-01-23 00:00:00.000000,4724C,Burns International Services Corp
002322,02,1991-01-24 00:00:00.000000,2008-12-31 00:00:00.000000,BOR,Burns International Services Corp
002322,02,2009-01-01 00:00:00.000000,2011-05-23 00:00:00.000000,BOR.,Burns International Services Corp
002322,02,2011-05-24 00:00:00.000000,2900-01-01 00:00:00.000000,BOR.1,Burns International Services Corp
002328,01,1986-12-14 00:00:00.000000,1999-08-25 00:00:00.000000,BSE,NSTAR
002328,01,1999-08-26 00:00:00.000000,1999-09-26 00:00:00.000000,NST.I,NSTAR
002328,01,1999-09-27 00:00:00.000000,2900-01-01 00:00:00.000000,NST,NSTAR
002393,01,1986-12-14 00:00:00.000000,2900-01-01 00:00:00.000000,BGG,Briggs & Stratton Corp.
002403,01,1986-12-14 00:00:00.000000,2900-01-01 00:00:00.000000,BMY,Bristol-Myers Squibb Co
002418,01,1986-12-14 00:00:00.000000,1988-12-29 00:00:00.000000,BRK,Brockway Inc
002418,01,1988-12-30 00:00:00.000000,1990-02-27 00:00:00.000000,BRK.,Brockway Inc
002418,01,1990-02-28 00:00:00.000000,2900-01-01 00:00:00.000000,BRK.1,Brockway Inc
002424,01,1986-12-14 00:00:00.000000,1997-09-29 00:00:00.000000,BU,KeySpan Energy Corp
002424,01,1997-09-30 00:00:00.000000,1998-05-31 00:00:00.000000,KSE,KeySpan Energy Corp
002424,01,1998-06-01 00:00:00.000000,2003-01-23 00:00:00.000000,LIL,KeySpan Energy Corp
002424,01,2003-01-24 00:00:00.000000,2003-03-26 00:00:00.000000,KSE,KeySpan Energy Corp
002424,01,2003-03-27 00:00:00.000000,2900-01-01 00:00:00.000000,KSE.,KeySpan Energy Corp
002433,01,1986-12-14 00:00:00.000000,2002-02-10 00:00:00.000000,BNS,BNS Holding Co
002433,01,2002-02-11 00:00:00.000000,2004-12-15 00:00:00.000000,3BNSXA,BNS Holding Co
002433,01,2004-12-16 00:00:00.000000,2007-08-12 00:00:00.000000,3BNSIA,BNS Holding Co
002433,01,2007-08-13 00:00:00.000000,2007-08-26 00:00:00.000000,3BNSSA,BNS Holding Co
002433,01,2007-08-27 00:00:00.000000,2010-08-30 00:00:00.000000,BNSSA,BNS Holding Co
002433,01,2010-08-31 00:00:00.000000,2010-09-29 00:00:00.000000,BNSSD,BNS Holding Co
002433,01,2010-09-30 00:00:00.000000,2900-01-01 00:00:00.000000,BNSSA,BNS Holding Co
002434,01,1987-04-30 00:00:00.000000,1991-01-23 00:00:00.000000,BWN,Brown Co
002434,01,1998-05-01 00:00:00.000000,2900-01-01 00:00:00.000000,BWN.1,Brown Co
002435,01,1986-12-14 00:00:00.000000,1987-09-29 00:00:00.000000,BFD.B,Brown-Forman Corp
002435,01,1987-09-30 00:00:00.000000,2900-01-01 00:00:00.000000,BF.B,Brown-Forman Corp
002436,01,1986-12-14 00:00:00.000000,1999-05-27 00:00:00.000000,BG,Caleres Inc
002436,01,1999-05-28 00:00:00.000000,2015-05-28 00:00:00.000000,BWS,Caleres Inc
002436,01,2015-05-29 00:00:00.000000,2900-01-01 00:00:00.000000,CAL,Caleres Inc
002439,01,1986-12-14 00:00:00.000000,2000-06-22 00:00:00.000000,BFI,Browning-Ferris Industries
002439,01,2000-06-23 00:00:00.000000,2900-01-01 00:00:00.000000,BFI.,Browning-Ferris Industries
002443,01,1986-12-14 00:00:00.000000,1995-09-17 00:00:00.000000,BRNO,Brunos Inc
002443,01,1995-09-18 00:00:00.000000,1998-02-25 00:00:00.000000,3BRNO,Brunos Inc
002443,01,1998-02-26 00:00:00.000000,2000-01-30 00:00:00.000000,3BRNOQ,Brunos Inc
002443,01,2000-01-31 00:00:00.000000,2900-01-01 00:00:00.000000,BRNO20,Brunos Inc
002444,01,1986-12-14 00:00:00.000000,2900-01-01 00:00:00.000000,BC,Brunswick Corp
002455,01,1988-09-08 00:00:00.000000,2000-09-20 00:00:00.000000,BF,Budd Co
002455,01,2000-09-21 00:00:00.000000,2900-01-01 00:00:00.000000,BF.,Budd Co
002456,01,1988-09-08 00:00:00.000000,1990-08-23 00:00:00.000000,BGT,Budget Industries Inc
002456,01,1998-05-01 00:00:00.000000,2900-01-01 00:00:00.000000,BGT.1,Budget Industries Inc
002478,01,1998-05-01 00:00:00.000000,2900-01-01 00:00:00.000000,BLD.1,Bullard Co
002489,01,1986-12-14 00:00:00.000000,1987-09-29 00:00:00.000000,BUR,Burlington Industries Inc
002489,01,1987-09-30 00:00:00.000000,2900-01-01 00:00:00.000000,4974B,Burlington Industries Inc
002490,01,1986-12-14 00:00:00.000000,2900-01-01 00:00:00.000000,BNI,Burlington Northern Santa Fe LLC
002504,01,1986-12-14 00:00:00.000000,1987-01-30 00:00:00.000000,BGH,Unisys Corp
002504,01,1987-01-31 00:00:00.000000,2900-01-01 00:00:00.000000,UIS,Unisys Corp
002529,01,1986-12-14 00:00:00.000000,1995-12-29 00:00:00.000000,CBS,CBS Inc
002529,01,1995-12-30 00:00:00.000000,1999-06-24 00:00:00.000000,CBS.,CBS Inc
002529,01,1999-06-25 00:00:00.000000,2900-01-01 00:00:00.000000,CBS.1,CBS Inc
002541,01,1986-12-14 00:00:00.000000,1990-12-18 00:00:00.000000,CFIP,CF & I Steel Corp
002541,01,1990-12-19 00:00:00.000000,1991-09-12 00:00:00.000000,CFIPQ,CF & I Steel Corp
002541,01,1991-09-13 00:00:00.000000,2900-01-01 00:00:00.000000,3CFIPQ,CF & I Steel Corp
002547,01,1986-12-14 00:00:00.000000,2900-01-01 00:00:00.000000,CI,Cigna Corp
002549,01,1986-12-14 00:00:00.000000,1997-12-11 00:00:00.000000,MHC1,CIT Group Inc-Old
002549,01,1997-12-12 00:00:00.000000,2002-07-30 00:00:00.000000,CIT,CIT Group Inc-Old
